module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 23 + 36 ?,23 + 36,"{""59"",""60"",""61"",""62""}",59,"23 + 36 = (20 + 30) + 9 = 59. On commence par additionner les dizaines : 20 + 30 = 50, puis on ajoute les unités : 9. Attention à ne pas oublier d'ajouter les unités après les dizaines.","Ajoute d'abord les dizaines, puis les unités.",true
psychotechnique,calcul_mental,Facile,Combien est 72 divisé par 8 ?,72 / 8,"{""7"",""8"",""9"",""10""}",9,"72 / 8 = 9. 72 se divise exactement par 8, sans reste. C'est comme diviser 72 en 8 parts égales, chacune valant 9. Le piège est d'oublier une étape de division ou de mal lire les tables de multiplication.",Pense à la table de 8.,true
psychotechnique,calcul_mental,Facile,Combien font 7 x 6 ?,7 × 6,"{""42"",""48"",""54"",""36""}",42,"7 × 6 = 42. Multiplication de base de tables connues, souvent confondues avec d'autres comme 7 × 7 ou 6 × 6. Soyez attentif à la multiplication correcte.",Utilise la table de 6 ou de 7.,true
psychotechnique,calcul_mental,Facile,Que vaut 50 % de 150 ?,"0,5 × 150","{""50"",""75"",""100"",""65""}",75,"50 % de 150 = 150 / 2 = 75. 50 % est la moitié du total. Attention à ne pas confondre 50 % avec 0,5 qui est 50 centièmes.",C'est la moitié du nombre.,true
psychotechnique,calcul_mental,Facile,Quel est le produit de 8 x 5 ?,8 × 5,"{""35"",""40"",""45"",""50""}",40,8 × 5 = 40. C'est un calcul simple où l'on multiplie 8 barres de 5 unités chacune. Le piège est de se tromper avec 8 × 6 ou de mémoriser la mauvaise table.,Pense à la table de 5 ou de 8.,true
psychotechnique,calcul_mental,Facile,Combien font 60 + 17 ?,60 + 17,"{""75"",""77"",""79"",""80""}",77,60 + 17 = (60 + 20) - 3 = 80 - 3 = 77. C'est une astuce pour réajuster après une addition simple de dizaines. Ne pas oublier de soustraire les 3 en trop après l'arrondi.,"Ajoute les dizaines d'abord, puis ajuste.",true
psychotechnique,calcul_mental,Facile,Quel est le cinquième de 100 ?,100 / 5,"{""15"",""18"",""20"",""25""}",20,100 / 5 = 20. Diviser par 5 revient à trouver combien de fois 5 est contenu dans 100. Le piège est de négliger de décomposer 100 en multiples de 5.,Combien de fois 5 rentre dans 100 ?,true
psychotechnique,calcul_mental,Facile,Combien fait le carré de 9 ?,9²,"{""64"",""72"",""81"",""89""}",81,9² = 9 × 9 = 81. Il s'agit d'un nombre multiplié par lui-même. Le piège est de confondre avec 9 x 8 ou oublier le principe de la puissance.,Multiplie neuf par lui-même.,true
psychotechnique,calcul_mental,Facile,Combien font 20 % de 250 ?,"0,2 × 250","{""40"",""50"",""55"",""60""}",50,"20 % de 250 = 250 / 5 = 50. 20 % est un cinquième du total. Il ne faut pas confondre 20 % avec 0,2 d'autre nombre.","Multiplie 250 par 0,2 ou divise par 5.",true
psychotechnique,calcul_mental,Facile,Combien font 64 divisé par 8 ?,64 / 8,"{""6"",""7"",""8"",""9""}",8,"64 / 8 = 8. Cela signifie qu'en divisant 64, on obtient huit lots de 8 exactement. Attention à ne pas confondre la division avec des multiplications incorrectes.","64 est divisible par 8, combien de fois ?",true
psychotechnique,calcul_mental,Facile,Quelle est la moitié de 150 ?,150 / 2,"{""70"",""75"",""80"",""85""}",75,"150 / 2 = 75. Diviser par deux, c'est prendre la moitié. Le risque est de calculer une division inexacte en ne prenant pas correctement la moitié.",Divise 150 par 2.,true
psychotechnique,calcul_mental,Facile,Quel est l'inverse de 1/5 ?,1/5,"{""2"",""5"",""1/2"",""1""}",5,"L'inverse de 1/5 est 5. Mathématiquement, c'est obtenir 1 lorsqu'on multiplie le nombre par son inverse. Ne vous trompez pas avec l'inverse de fraction.",Quel nombre multiplié par 1/5 donne 1 ?,true
psychotechnique,calcul_mental,Moyenne,Combien font 125 + 372 ?,125 + 372,"{""487"",""497"",""507"",""517""}",497,"125 + 372 = (120 + 370) + (5 + 2) = 490 + 7 = 497. On peut additionner séparément les centaines, dizaines et unités. Le piège est de mal gérer les unités et oublier de rajouter les 7.","Additionne d'abord centaines, dizaines, puis unités.",true
psychotechnique,calcul_mental,Moyenne,Quelle est la différence entre 812 et 347 ?,812 - 347,"{""445"",""465"",""475"",""495""}",465,"812 - 347 = (800 - 300) + (12 - 7) + (10 - 4) = 465. Séparer les centaines, dizaines et unités aide. Attention aux retenues à oublier lors des soustractions successives.","Retranchez étape par étape, de centaines à unités.",true
psychotechnique,calcul_mental,Moyenne,Combien font 14 x 11 ?,14 × 11,"{""142"",""150"",""154"",""160""}",154,"14 × 11 = 14 × (10 + 1) = 140 + 14 = 154. La distributivité permet de simplifier en calculant 14 fois 10, puis ajouter 14. Évitez de mélanger les étapes et de perdre une addition.",Multiplie par 10 puis ajoute à 14.,true
psychotechnique,calcul_mental,Moyenne,Combien font 27 x 30 ?,27 × 30,"{""720"",""780"",""810"",""840""}",810,"27 × 30 = (27 × 3) × 10 = 81 × 10 = 810. D'abord, calculatez 27 fois 3, puis multipliez par 10. Le piège est d'oublier de multiplier par 10 après avoir trouvé 81.","Traite d'abord 27x3, puis multiplie par 10.",true
psychotechnique,calcul_mental,Moyenne,Combien font 145 divisé par 5 ?,145 / 5,"{""29"",""30"",""31"",""32""}",29,145 / 5 = 29. Si on divise on trouve combien il y a d’ensembles complets de 5 dans 145. Le piège est d'effectuer une division qui ne soit pas complète en se trompant dans les étapes.,145 est un multiple de 5 ; divise directement.,true
psychotechnique,calcul_mental,Moyenne,Convertis 120 minutes en heures.,120 min,"{""1,5"",""2"",""2,5"",""3""}",2,"120 minutes = 120 / 60 = 2 heures. Chaque heure contient 60 minutes. Le piège est de diviser par 100 plutôt que 60, une confusion très fréquente.",Chaque 60 minutes est une heure complète.,true
psychotechnique,calcul_mental,Moyenne,Que représente 75 % de 300 ?,"0,75 × 300","{""210"",""225"",""240"",""255""}",225,75 % de 300 équivaut à 300 × 3/4 = 225. Cela est comme diviser 300 en quatre parts égales et en prendre trois d'entre elles. Le piège est de se tromper dans l'extraction ou l'application du pourcentage.,Prendre 3/4 du total de 300 avec mise en fractions.,true
psychotechnique,calcul_mental,Moyenne,Combien font 389 + 216 ?,389 + 216,"{""595"",""605"",""615"",""625""}",605,"389 + 216 = (380 + 220) + 9 + 6 = 600 + 5 = 605. Les centaines d'abord, puis les unités, en feront un processus plus rationalisé. Attention aux erreurs dans le calcul des unités.","D'abord centaines, puis unités.",true
psychotechnique,calcul_mental,Moyenne,Quelle est la différence entre 964 et 578 ?,964 - 578,"{""386"",""396"",""406"",""416""}",386,"964 - 578 = 964 - (500+70+8) = 386. Cela comprend retrancher les centaines, dizaines, et unités du nombre total. Attention aux retenues de dizaine.",Retire unité par unité; compte tenu de chacun.,true
psychotechnique,calcul_mental,Moyenne,Combien font 36 x 12 ?,36 × 12,"{""422"",""432"",""442"",""452""}",432,36 × 12 = (36 × 10) + (36 × 2) = 360 + 72 = 432. Diviser le calcul à l'aide de la méthode distributive simplifie l'ensemble. Sous-estimez la multiplication ou oubliez d'ajouter les résultats intermédiaires.,"Multiplie par 10 puis par 2, puis additionne.",true
psychotechnique,calcul_mental,Moyenne,Que représentent 15 % de 200 ?,"0,15 × 200","{""20"",""25"",""30"",""35""}",30,"15 % de 200 = 200 × 0,15 = 30. Une manière simple de saisir cela est de prendre 10 % de 200 et d'ajouter encore la moitié de ce résultat. Ne confondez pas 15 pour cent, avec un taux de pourcentage incorrect.",Visualise 10 % + 5 % comme une somme.,true
psychotechnique,calcul_mental,Moyenne,Calcule 7 % de 400.,"0,07 × 400","{""24"",""28"",""32"",""36""}",28,"7 % de 400 = 400 × 0,07 = 28. Comprendre qu'une multiplication rapide avec un petit pourcentage peut se gérer en étapes. En étapes cohérentes, cette multiplication produit une accurate composition.","Applique une multiplication avec 0,07.",true
psychotechnique,calcul_mental,Moyenne,Quel est 25 % de 480 ?,"0,25 × 480","{""110"",""115"",""120"",""125""}",120,"25 % = 1/4. Donc 480 / 4 = 120. Cela correspond à un quart du nombre, en sectionnant l'entier en 4 et en en prélevant une partie. Le piège est de diviser mal le total, confondant les fractions et les pourcentages.",25 % d'un nombre = ce nombre divisé par 4.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de (47 × 8) − 76 ?,(47 × 8) − 76,"{""276"",""290"",""300"",""312""}",300,47 × 8 = 376 ; 376 − 76 = 300. Le calcul se décompose en d'abord établir la multiplication avant de traiter la soustraction. Attention dans ce genre d'opérations combinées à bien suivre les priorités de calcul.,Calcule d'abord la multiplication puis soustrais.,true
psychotechnique,calcul_mental,Difficile,Résous l'opération (75 × 5) − 125.,(75 × 5) − 125,"{""225"",""250"",""300"",""350""}",250,"75 × 5 = 375, alors 375 − 125 = 250. En divisant par étapes, commencez par effectuer la multiplication puis enclencher la soustraction. N'oubliez pas les ordres corrects d'exécution des opérations.",Effectue d'abord le produit avant la soustraction.,true
psychotechnique,calcul_mental,Difficile,Calcule 8 % de 250.,"0,08 × 250","{""18"",""20"",""22"",""25""}",20,"8 % de 250 = 250 × 0,08 = 20. Travaillez avec des petits pourcentages en fractions ou en multiplication directe. Ne vous laissez pas influencer par un mauvais calcul de multiplication.","Multiplie par 0,08 pour obtenir le pourcentage.",true
psychotechnique,calcul_mental,Difficile,Quel est le produit de 23 x 17 ?,23 × 17,"{""384"",""391"",""392"",""400""}",391,"23 × 17 = (20 × 17) + (3 × 17) = 340 + 51 = 391. Utilisez la distributivité pour diviser en deux calculs simples puis additionner. Ne pas confondre les résultats intermédiaires, sinon incohérences.",Distingue entre dizaines puis unités.,true
psychotechnique,calcul_mental,Difficile,Solve (35 + 17) × 2 - 14.,(35 + 17) × 2 - 14,"{""88"",""90"",""94"",""96""}",90,"(35 + 17) = 52, puis 52 × 2 = 104, et finalement 104 - 14 = 90. Les suites d'opérations nécessitent une bonne priorisation pour éviter l'erreur. Ne pas suivre la priorité pourrait mener à un mauvais résultat.","Ajoute d'abord, puis multiplie, soustrais après.",true
psychotechnique,calcul_mental,Difficile,Quel est 35 % de 180 ?,"0,35 × 180","{""53"",""60"",""63"",""66""}",63,"35 % de 180 = 180 × 0,35 = 63. Travailler avec un pourcentage composé demande de placer correctement la virgule et de gérer correctement le produit. Ne laissez pas la complexité vous empêcher d'obtenir le pourcentage.","35 pour cent est 0,35 à multiplier par l'entier.",true
psychotechnique,calcul_mental,Difficile,Combien font 48 x 25 ?,48 × 25,"{""1100"",""1150"",""1200"",""1250""}",1200,48 × 25 = 48 × (100/4) = 4800 / 4 = 1200. En utilisant des fractions pour simplifier le calcul peut vous aider à comprendre et à bien décomposer l'opération. Ne pas mélanger les différentes étapes en confondant les multiples.,Décompose en multiplication et division.,true
psychotechnique,calcul_mental,Difficile,Quelle est la valeur de 2^7 ?,2^7,"{""126"",""128"",""130"",""132""}",128,"2^7 signifie 2 multiplié par lui-même 7 fois, soit 2 × 2 × 2 × 2 × 2 × 2 × 2 = 128. Utiliser les puissances de deux en exponentiels requiert d'abord choisir l'ordre correct des multiplications. Ne négligez pas les étapes intermédiaires.",Multiplie 2 par lui-même sept fois.,true
psychotechnique,calcul_mental,Difficile,Calculate 5/8 de 240.,5/8 × 240,"{""140"",""150"",""160"",""180""}",150,5/8 de 240 = (240 / 8) × 5 = 30 × 5 = 150. La capacité d'extraire fractions en multipliant selon la proportion est essentielle ici. Ne résumez pas la conversion fractionnaire en addition erronée.,Traitez d'abord la division puis la multiplication.,true
psychotechnique,calcul_mental,Difficile,Résous l'équation (50 + 75) × 2 - 60.,(50 + 75) × 2 - 60,"{""110"",""130"",""150"",""170""}",130,"(50 + 75) = 125, et 125 × 2 = 250, puis 250 - 60 = 190. Enchainement de priorités avec combinaison requérant un ordre précis. Ne pas suivre l'addition pour rencontrer la multiplication crée l'erreur.",Enchaîne addition suivie de multipli ensuite soustrais.,true
psychotechnique,calcul_mental,Difficile,Quelle est la racine de √144 ?,√144,"{""10"",""11"",""12"",""13""}",12,"√144 = 12, car 12 × 12 = 144. Trouver la racine carrée se résume à chercher le nombre égal qui, multiplié deux fois, restitue l'original. Ne pas confondre racine carrée et suite de nombres produit.",Quel nombre multiplié par lui-même donne 144 ?,true
